0,411.2876,405.2936,548.6827,424.4258,529.494,488.0259,449.3759,518.3055,449.2402,414.2863
454243,376.4533,252.6194,257.9375,268.5518,333.2195,251.1626,256.1145,267.2673,308.554,255.7963
1,46.037,96.057,58.474,62.1239,78.106,79.0507,81.0587,77.0864,75.0566,66.0478
46900,84.0538,38.0432,42.0982,40.1233,44.044,42.0483,42.1338,44.201,41.1714,41.0414
2,8.0195,19.0157,20.0128,11.0077,13.0115,14.0074,13.0133,13.0042,13.0094,12.0101
1004,6.0036,9.006,10.0172,7.055,8.024,7.0284,12.0226,10.0997,8.1045,7.0036
3,8.0267,19.0172,10.0043,12.0111,16.013,8.0074,11.0059,18.999,8.0225,13.0103
7292,23.0692,31.0322,44.0723,22.0461,25.0352,33.0372,13.0181,26.1009,33.0668,14.0221
4,291.1809,307.211,288.2047,333.4006,345.8962,296.2145,252.2315,285.1963,331.9492,340.5779
273418,170.7097,233.1968,167.5767,164.1148,164.1151,164.379,165.1164,173.1201,168.1047,174.1224
5,2.0008,1.9978,2.0008,2.9982,3.0117,3.0018,2.0198,2.0008,1.004,2.0216
1472,13.0079,23.0303,17.0107,23.0363,22.0196,26.0746,15.9904,16.0121,15.0099,15.9916
6,0.9977,1.9718,1.0212,1.0016,1.0046,1.0004,1.0052,1.0167,1.0064,0.9995
220,5.9958,8.0053,5.9894,7.0034,6.0655,10.007,9.0142,6.0072,9.0009,6.0389
7,1.0052,0,0,0.9986,0.9983,1.0007,1.0061,0,1.0004,0.9986
184,4.0167,6.0374,7.0184,9.0214,4.0556,7.0583,9.0099,3.0447,5.041,6.1147
8,1.0001,0,0,1.0055,1.0031,0.9992,0.9995,1.0004,1.001,1.0176
252,12.0039,6.0525,6.0229,30.0412,5.0364,10.9823,6.0778,8.0409,6.0063,6.0057
9,1.0004,0,0.9904,1.0007,0.9989,0,1.0176,0,0.9901,2.0207
156,3.0316,5.0509,5.0566,4.0025,4.0372,5.0497,4.0309,6.0423,5.0373,4.999
10,104.6395,113.0611,135.4504,107.8732,109.1295,99.0667,108.0736,129.1024,119.0106,106.0752
16450,43.8094,18.0177,25.0489,21.0324,26.0311,20.8586,27.1456,20.807,24.0458,21.0288
11,4.0049,4.001,2.0041,5.001,8.0095,6.0377,4.0163,4.9887,2.0029,7.0073
1788,9.0081,8.0321,9.9816,24.0355,8.0947,34.9937,30.1272,25.0199,10.9857,22.0163
12,2.9997,2.9985,5.0056,2.0008,5.0295,4.999,8.0016,8.0029,3.0021,6.0072
1972,25.0181,11.0107,10.0085,13.01,22.0033,26.039,8.0035,25.0219,10.9971,19.013
13,5.0034,5.0216,7.0046,3.0039,2.0029,2.0036,5.0038,2.0035,4.0062,5.0294
2032,13.0272,23.0016,44.0304,26.8839,15.0105,14.0109,23.0218,13.0296,14.0146,28.0105
14,138.279,150.1077,166.1177,174.6814,156.5977,157.6623,157.1108,158.1115,152.7322,160.7783
24852,27.078,29.7417,28.1101,28.0554,27.9199,26.8064,26.0327,27.0189,35.3707,27.0741
15,114.0808,116.7759,134.1038,128.8287,132.701,123.2362,156.1171,169.1289,133.2196,134.243
20826,28.05,35.9422,39.0327,31.0258,35.0341,36.0378,25.0223,23.1543,25.0184,30.0916
17,102.7988,126.0895,134.1325,119.902,124.7839,120.0986,124.0893,121.0791,127.0923,127.5665
19440,35.0661,31.0497,34.0497,29.0556,33.3219,30.0629,28.0301,30.0348,23.0106,34.1409
18,94.0801,116.0822,122.0921,114.0778,111.0729,109.0568,123.0874,109.083,122.0961,115.1132
16926,22.9475,31.738,25.06,24.037,26.0318,25.0603,24.0168,24.0198,19.0323,20.0948
19,4.0058,2.0119,3.0048,3.0045,2.0014,3.0024,1.0191,1.9999,3.0051,3.0009
1436,39.0574,12.9967,29.0411,22.0359,13.0299,22.1159,25.0169,23.4136,14.0164,24.0339
20,17.0306,22.0211,19.0127,20.01,15.9981,14.0097,22.0111,19.0121,17.0137,15.0141
10588,56.9948,95.2704,44.6263,107.4708,54.3333,51.3942,72.593,75.1396,75.5897,59.1269
21,4.0034,6.0132,2.002,2.0165,3.9985,4.0031,4.0004,4.0182,3.0021,3.0042
1752,26.1159,34.0572,22.0147,23.0164,23.0366,32.0283,13.0106,9.9964,12.0089,12.0084
