0,461.3342,447.3298,431.3151,458.7993,560.4938,505.5385,510.3605,470.8576,510.5154,470.3269
454243,266.2798,284.207,255.1854,256.2079,271.1967,257.1898,294.3134,260.191,268.2082,257.1826
1,70.0689,83.053,78.0643,69.0876,63.0565,68.2037,53.0542,55.0396,47.0334,50.0337
46900,77.0467,39.0384,41.0162,44.044,41.0334,42.0616,48.0302,50.0355,47.0328,46.0324
2,5.0041,5.0032,5.0036,5.021,5.0044,9.0045,5.0026,4.0022,5.021,5.0045
1004,4.0139,5.0204,5.0068,4.0104,5.0292,4.0023,3.0063,6.0042,16.0113,7.004
3,4.0155,5.0038,4.0019,5.0026,4.0028,5.0035,4.0031,4.0019,6.0224,5.0029
7292,15.0154,14.0235,13.0095,11.0084,22.0155,11.0074,13.0095,25.0173,12.991,12.0214
4,286.213,310.031,298.219,302.6955,330.2225,286.2006,272.2037,287.246,298.2221,303.9986
273418,182.1301,162.1226,165.1039,163.1173,165.122,163.1049,203.1304,184.1176,169.1057,166.1257
5,2.0047,2.0017,1.0038,4.0067,0,3.0024,3.0169,1.0034,3.0024,3.0166
1472,21.0232,6.0043,16.0131,16.0113,7.0524,16.0079,20.0186,13.0095,18.0018,29.0355
6,0.9998,3.0024,1.0266,1.0007,1.0004,0,0,1.0028,0,0.9998
220,5.1049,8.9988,5.0691,2.0135,5.0371,4.0363,5.0032,2.0002,5.0295,7.0357
7,0.9778,0,0,1.0146,0,0,0.988,0.9983,0.9886,1.0013
184,5.0289,3.0051,5.0578,10.0073,4.0164,5.0657,6.0196,5.034,3.0175,1.9999
8,0,0,0,0,0.4999,1.0228,2.0023,0.9911,1.0004,1.0064
252,3.0175,3.0012,3.0015,5.0038,2.002,6.0706,6.9905,6.0135,8.0053,5.0156
9,0,1.0197,1.0308,1.0013,1.0007,0,1.0004,0,1.0008,1.001
156,3.022,4.0394,8.0045,3.5008,2.0014,3.0021,3.0166,4.0146,6.0655,4.0382
10,92.0549,89.0742,111.0896,115.0759,157.1055,112.0795,112.0826,158.1113,92.0803,113.0633
16450,22.0218,17.0008,19.0183,56.1001,34.0438,18.0737,26.0186,49.0343,23.9991,19.03
11,5.0123,5.0032,4.0188,4.0016,6.0247,5.0056,6.0069,4.0001,3.0018,4.0052
1788,9.0274,7.0239,11.0129,24.0287,8.0132,9.0085,23.0162,26.0361,17.0102,23.0144
12,3.0024,3.0166,5.0035,2.0192,3.0015,2.0098,5.0065,8.9997,6.0184,5.0038
1972,10.9984,11.0044,14.9976,17.9919,12.007,10.0095,18.0477,41.0518,10.0095,17.9976
13,2.0039,6.0338,4.0059,3.0033,7.0182,9.0097,2.0014,3.0224,5.0029,2.9991
2032,19.0161,11.0053,17.0071,10.0092,23.0234,12.0097,13.0074,16.0152,13.0094,11.0258
14,129.09,156.5884,153.1268,160.1236,144.1033,152.0983,154.8173,160.1267,145.094,153.1226
24852,32.0225,25.0221,27.0166,24.0278,45.0386,26.0238,28.0499,25.0472,33.0422,28.0216
15,113.0796,134.2236,124.0985,143.096,130.5715,137.0938,139.0937,136.1076,130.107,133.0943
20826,25.0176,27.0374,32.0274,29.0204,29.0331,25.0306,26.0364,25.0176,25.0167,25.0219
17,107.0878,127.1049,113.0778,120.0891,127.0909,120.0628,126.1006,122.0844,121.0825,124.9296
19440,20.0068,25.0176,28.0677,28.3487,27.038,29.034,28.0638,37.0451,28.0333,26.0609
18,92.064,130.1024,120.0957,98.0688,97.0662,98.7274,108.1543,96.0567,126.0896,124.1172
16926,21.0292,23.0051,28.0339,27.019,23.0343,25.0095,25.7019,26.7456,23.0169,26.0162
19,2.0005,1.0004,1.0004,1.001,1.0013,0.9995,0.9995,2.9985,1.0016,4.021
1436,8.0204,5.0189,6.0175,5.0244,5.0718,5.0032,4.0025,16.6543,9.0048,19.9999
20,18.032,25.017,20.0002,14.9982,20.0063,21.0163,16.0107,12.0081,14.0092,21.0166
10588,50.0711,69.1256,51.086,93.0764,60.0543,44.057,48.0918,53.1288,46.0309,60.4275
21,2.0032,2.0023,3.0003,1.0029,5.0036,3.0172,2.0216,3.0015,6.0072,2.0081
1752,13.0113,13.011,12.0105,9.0241,10.0076,16.001,11.9907,12.0079,40.0288,12.0087
